apprenant_id,profil_candidat,age,formation,mode_formation,duree_formation_jours,score_test_initial,taux_presence,score_tp,score_theorique,date_inscription,mois_inscription,annee_inscription
1473,Pris en charge par entreprise,43,Maintenance industrielle,Continue,5,20.21,63.45,67.16,,2025-12-01,12,2025
1474,Etudiant,27,TIA Portal,1 fois par semaine,5,75.04,74.44,86.87,90.51,2024-09-29,9,2024
1475,Etudiant,27,TIA Portal,Continue,5,38.29,82.82,97.62,74.76,2021-03-31,3,2021
1476,Employé,28,EPLAN,1 fois par semaine,5,33.29,95.15,35.08,52.85,2023-03-26,3,2023
1477,Pris en charge par entreprise,34,Maintenance industrielle,Continue,5,61.91,71.32,77.14,41.33,2022-08-31,8,2022
1478,Employé,22,Maintenance industrielle,1 fois par semaine,5,71.2,84.94,90.22,73.84,2023-05-18,5,2023
1479,Employé,30,Maintenance industrielle,,5,57.94,66.59,80.12,87.42,2021-05-14,5,2021
1480,Etudiant,27,TIA Portal,1 fois par semaine,5,35.27,74.16,70.26,66.35,2020-07-14,7,2020
1481,Pris en charge par entreprise,26,Maintenance industrielle,1 fois par semaine,5,71.7,97.89,89.55,33.7,2022-09-03,9,2022
1482,Etudiant,18,TIA Portal,1 fois par semaine,5,50.63,89.91,69.51,30.27,2024-09-15,9,2024
1483,Employé,18,SolidWorks,1 fois par semaine,5,42.87,81.83,76.92,51.39,2025-02-15,2,2025
1484,Etudiant,21,TIA Portal,1 fois par semaine,5,56.28,70.07,74.62,66.15,2020-09-14,9,2020
1485,Etudiant,21,TIA Portal,1 fois par semaine,5,62.04,75.19,79.71,96.33,2021-03-30,3,2021
1486,Etudiant,19,TIA Portal,1 fois par semaine,5,55.63,66.27,99.39,87.3,2025-08-09,8,2025
1487,Etudiant,26,TIA Portal,Continue,5,75.21,74.14,70.66,96.7,2020-03-08,3,2020
1488,Employé,47,EPLAN,Continue,5,57.68,66.03,44.81,56.92,2025-10-11,10,2025
1489,Etudiant,26,TIA Portal,Weekend,5,72.71,,97.26,91.51,2022-09-17,9,2022
1490,Etudiant,30,TIA Portal,1 fois par semaine,5,55.22,63.23,90.61,89.82,2021-08-11,8,2021
1491,Etudiant,30,TIA Portal,Continue,5,39.78,43.42,72.01,72.39,2023-04-08,4,2023
1492,Etudiant,19,TIA Portal,Continue,5,51.94,87.65,89.09,72.69,2024-10-24,10,2024
1493,Etudiant,31,TIA Portal,Continue,5,25.18,96.1,80.35,92.37,2020-01-07,1,2020
1494,Etudiant,26,TIA Portal,Continue,5,33.81,98.58,92.44,80.86,2023-12-16,12,2023
1495,Employé,32,SolidWorks,Continue,5,65.97,93.44,85.65,87.74,2022-09-12,9,2022
1496,Employé,23,EPLAN,Continue,5,59.69,68.46,79.46,60.28,2024-09-02,9,2024
1497,Employé,41,SolidWorks,Weekend,5,29.99,71.43,62.33,47.77,2022-02-06,2,2022
1498,Etudiant,27,SolidWorks,,5,46.28,94.83,55.26,62.29,2020-12-16,12,2020
1499,Etudiant,30,TIA Portal,Weekend,5,28.52,95.57,72.33,80.94,2025-11-14,11,2025
1500,Pris en charge par entreprise,32,Maintenance industrielle,Weekend,5,71.35,85.63,90.88,54.7,2024-01-17,1,2024
1501,Employé,46,SolidWorks,1 fois par semaine,5,26.55,72.55,82.41,46.52,2020-10-04,10,2020
1502,Etudiant,21,SolidWorks,1 fois par semaine,5,59.25,68.96,,,2025-11-24,11,2025
1503,Etudiant,19,TIA Portal,1 fois par semaine,5,56.42,94.09,84.9,77.73,2025-09-09,9,2025
1504,Etudiant,19,TIA Portal,Continue,5,48.37,68.21,91.48,74.01,2025-09-10,9,2025
1505,Etudiant,26,TIA Portal,1 fois par semaine,5,36.69,86.47,89.27,66.39,2020-03-24,3,2020
1506,Etudiant,18,TIA Portal,Continue,5,44.24,98.72,94.38,80.69,2024-05-18,5,2024
1507,Employé,29,SolidWorks,Continue,5,68.38,48.59,78.65,59.96,2025-04-09,4,2025
1508,Employé,24,SolidWorks,1 fois par semaine,5,65.69,70.31,80.47,84.75,2020-06-27,6,2020
1509,Employé,33,SolidWorks,1 fois par semaine,5,64.33,71.3,71.29,77.8,2024-05-03,5,2024
1510,Employé,28,Maintenance industrielle,Weekend,5,64.99,63.72,70.53,90.23,2024-03-09,3,2024
1511,Pris en charge par entreprise,31,Maintenance industrielle,Weekend,5,28.63,87.45,72.4,87.88,2022-11-04,11,2022
1512,Employé,20,EPLAN,Continue,5,25.95,80.74,86.06,68.47,2020-03-07,3,2020
1513,Pris en charge par entreprise,36,SCADA,Continue,5,71.69,68.26,60.35,68.27,2024-01-02,1,2024
1514,Etudiant,19,TIA Portal,1 fois par semaine,5,70.23,69.11,93.92,72.97,2020-10-03,10,2020
1515,Etudiant,31,TIA Portal,1 fois par semaine,5,60.88,60.36,83.36,93.21,2023-11-13,11,2023
1516,Etudiant,27,TIA Portal,Weekend,5,56.35,99.14,77.37,87.48,2022-09-14,9,2022
1517,Employé,49,EPLAN,1 fois par semaine,5,42.01,93.12,61.05,51.25,2021-02-28,2,2021
1518,Pris en charge par entreprise,23,Maintenance industrielle,Continue,5,33.44,75.77,85.75,54.45,2023-09-23,9,2023
1519,Etudiant,30,TIA Portal,1 fois par semaine,5,60.06,97.84,74.5,94.93,2021-06-30,6,2021
1520,Pris en charge par entreprise,27,SCADA,Weekend,5,74.78,87.08,65.59,93.79,2020-06-30,6,2020
1521,Etudiant,19,TIA Portal,Continue,5,46.22,90.06,99.29,74.39,2023-12-14,12,2023
1522,Pris en charge par entreprise,43,SCADA,Weekend,5,38.19,87.2,51.84,81.73,2023-10-18,10,2023
1523,Etudiant,32,TIA Portal,Weekend,5,36.24,90.27,80.78,35.12,2021-12-18,12,2021
1524,Etudiant,21,TIA Portal,Continue,5,21.42,66.84,89.76,66.09,2025-03-18,3,2025
1525,Etudiant,27,SolidWorks,Weekend,5,51.22,82.5,89.16,56.24,2025-05-14,5,2025
1526,Etudiant,26,TIA Portal,1 fois par semaine,5,79.29,93.98,69.46,71.15,2022-01-16,1,2022
1527,Etudiant,26,TIA Portal,1 fois par semaine,5,68.91,60.78,98.61,89.26,2021-07-06,7,2021
1528,Etudiant,23,TIA Portal,Weekend,5,73.85,64.94,93.05,78.92,2020-09-15,9,2020
1529,Pris en charge par entreprise,30,Maintenance industrielle,1 fois par semaine,5,57.27,43.43,65.13,60.55,2025-02-17,2,2025
1530,Employé,21,SolidWorks,,5,48.89,71.79,71.63,74.83,2020-05-31,5,2020
1531,Etudiant,24,TIA Portal,,5,79.43,67.31,87.11,74.0,2023-04-16,4,2023
1532,Employé,31,SolidWorks,Weekend,5,46.83,84.97,92.69,32.38,2022-04-05,4,2022
1533,Employé,18,EPLAN,1 fois par semaine,5,75.01,71.76,93.45,50.67,2020-06-28,6,2020
1534,Etudiant,29,TIA Portal,Continue,5,65.71,66.32,81.84,76.67,2022-03-28,3,2022
1535,Etudiant,21,TIA Portal,Continue,5,39.86,,80.72,30.42,2020-06-20,6,2020
1536,Etudiant,22,TIA Portal,1 fois par semaine,5,50.18,87.8,80.25,79.52,2023-07-16,7,2023
1537,Etudiant,25,TIA Portal,Weekend,5,43.06,69.84,90.65,89.01,2023-06-24,6,2023
1538,Employé,29,EPLAN,1 fois par semaine,5,28.17,74.44,87.5,61.25,2025-10-12,10,2025
1539,Etudiant,19,TIA Portal,Weekend,5,41.41,89.63,86.33,85.48,2024-06-19,6,2024
1540,Employé,29,SolidWorks,1 fois par semaine,5,73.34,91.64,66.64,71.87,2025-04-23,4,2025
1541,Employé,22,EPLAN,1 fois par semaine,5,65.16,67.06,64.12,56.38,2022-11-03,11,2022
1542,Etudiant,23,TIA Portal,Continue,5,36.65,97.46,72.48,34.88,2020-05-29,5,2020
1543,Employé,22,SolidWorks,Weekend,5,42.07,91.41,80.74,79.73,2022-02-21,2,2022
1544,Etudiant,32,TIA Portal,continu,5,56.99,94.27,98.27,90.54,2023-03-17,3,2023
1545,Pris en charge par entreprise,30,SCADA,Weekend,5,44.97,65.75,52.34,89.79,2024-01-02,1,2024
1546,Etudiant,26,SolidWorks,Weekend,5,50.18,65.73,88.82,69.95,2020-07-14,7,2020
1547,Pris en charge par entreprise,27,Maintenance industrielle,Weekend,5,61.89,72.21,76.36,93.92,2023-09-21,9,2023
1548,Employé,49,SolidWorks,Continue,5,48.04,62.59,73.95,90.74,2023-01-24,1,2023
1549,Etudiant,18,TIA Portal,1 fois par semaine,5,31.46,63.64,67.91,71.69,2021-05-24,5,2021
1550,Employé,47,EPLAN,Weekend,5,51.23,65.73,69.83,76.31,2024-02-16,2,2024
1551,Pris en charge par entreprise,20,SCADA,Weekend,5,41.37,88.5,86.73,94.47,2024-11-24,11,2024
1552,Employé,47,SolidWorks,1 fois par semaine,5,37.44,61.21,67.5,52.13,2024-06-26,6,2024
1553,Pris en charge par entreprise,35,Maintenance industrielle,Continue,5,39.69,63.33,86.05,77.2,2024-12-06,12,2024
1554,Pris en charge par entreprise,29,Maintenance industrielle,Continue,5,46.34,97.77,43.12,72.27,2024-05-02,5,2024
1555,Etudiant,30,TIA Portal,continu,5,73.2,63.35,90.98,53.47,2023-10-20,10,2023
1556,Etudiant,20,TIA Portal,1 fois par semaine,5,64.04,81.5,82.49,47.01,2022-02-04,2,2022
1557,Employé,43,SolidWorks,1 fois par semaine,5,60.07,85.7,93.82,79.85,2025-07-25,7,2025
1558,Etudiant,26,TIA Portal,Continue,5,48.28,98.34,79.29,74.82,2025-07-30,7,2025
1559,Pris en charge par entreprise,46,Maintenance industrielle,Continue,5,20.11,95.99,82.9,60.9,2024-02-13,2,2024
1560,Pris en charge par entreprise,47,SCADA,1 fois par semaine,5,40.43,77.63,57.73,73.84,2025-10-27,10,2025
1561,Etudiant,26,TIA Portal,Continue,5,68.79,97.69,75.15,87.01,2022-12-28,12,2022
1562,Etudiant,27,TIA Portal,Weekend,5,43.29,77.29,49.32,87.92,2020-12-04,12,2020
1563,Employé,19,Maintenance industrielle,1 fois par semaine,5,53.83,,62.75,50.01,2024-10-04,10,2024
1564,Etudiant,31,TIA Portal,Continue,5,32.28,70.38,69.44,97.68,2020-11-19,11,2020
1565,Pris en charge par entreprise,20,Maintenance industrielle,Weekend,5,74.95,85.47,89.03,60.51,2024-10-29,10,2024
1566,Etudiant,31,TIA Portal,1 fois par semaine,5,75.39,81.53,92.24,86.3,2022-01-09,1,2022
1567,Employé,21,EPLAN,1 fois par semaine,5,28.76,84.27,93.69,66.81,2023-04-18,4,2023
1568,Etudiant,26,TIA Portal,Weekend,5,63.45,87.31,88.85,67.22,2023-08-08,8,2023
1569,Employé,36,SolidWorks,1 fois par semaine,5,24.51,66.94,67.83,93.37,2021-02-24,2,2021
1570,Etudiant,30,SolidWorks,Continue,5,55.91,72.05,74.25,62.95,2020-11-23,11,2020
1571,Employé,24,SolidWorks,1 fois par semaine,5,30.72,89.45,55.41,81.66,2023-09-05,9,2023
1572,Etudiant,29,TIA Portal,Continue,5,28.74,66.55,87.57,78.09,2023-04-25,4,2023
1573,Employé,20,EPLAN,Weekend,5,20.25,73.77,92.79,51.0,2023-06-09,6,2023
1574,Pris en charge par entreprise,40,Maintenance industrielle,Weekend,5,76.45,86.66,63.67,91.45,2024-12-31,12,2024
1575,Etudiant,24,TIA Portal,week-end,5,69.76,97.51,76.23,73.83,2024-10-11,10,2024
1576,Etudiant,26,TIA Portal,Weekend,5,24.65,63.01,83.7,93.83,2021-11-13,11,2021
1577,Etudiant,19,TIA Portal,Weekend,5,55.96,80.66,68.61,98.01,2024-12-23,12,2024
1578,Employé,46,EPLAN,1 fois par semaine,5,33.97,,85.78,58.16,2023-12-10,12,2023
1579,Employé,39,SolidWorks,Continue,5,35.84,75.17,82.04,67.32,2025-01-05,1,2025
1580,Employé,26,SolidWorks,1 fois par semaine,5,72.45,67.02,68.1,85.25,2020-06-22,6,2020
1581,Etudiant,29,TIA Portal,1 fois par semaine,5,26.86,85.98,98.7,69.43,2023-12-15,12,2023
1582,Etudiant,32,TIA Portal,Continue,5,56.09,90.31,79.72,81.83,2024-11-16,11,2024
1583,Employé,29,SolidWorks,Continue,5,44.08,69.89,66.93,66.34,2023-01-29,1,2023
1584,Etudiant,32,SolidWorks,Continue,5,31.45,88.52,52.35,80.85,2020-08-22,8,2020
1585,Pris en charge par entreprise,19,SCADA,1 fois par semaine,5,47.12,77.87,69.63,58.77,2020-11-03,11,2020
1586,Etudiant,19,TIA Portal,Continue,5,76.43,71.34,93.56,42.23,2024-07-21,7,2024
1587,Employé,30,EPLAN,Weekend,5,66.9,80.94,71.89,63.43,2024-01-28,1,2024
1588,Etudiant,31,TIA Portal,Continue,5,27.93,75.19,87.33,75.09,2025-10-02,10,2025
1589,Etudiant,22,TIA Portal,Weekend,5,70.97,69.2,73.26,51.93,2021-10-17,10,2021
1590,Employé,43,EPLAN,Continue,5,76.25,90.27,51.81,54.26,2020-05-07,5,2020
1591,Employé,27,EPLAN,Weekend,5,36.62,91.9,50.31,56.88,2021-08-07,8,2021
1592,Pris en charge par entreprise,29,SCADA,Weekend,5,40.01,92.01,53.1,94.81,2024-11-29,11,2024
1593,Etudiant,27,TIA Portal,Weekend,5,27.58,75.29,75.11,70.22,2020-05-22,5,2020
1594,Etudiant,25,TIA Portal,Weekend,5,40.7,66.78,73.43,97.76,2021-06-01,6,2021
1595,Employé,28,EPLAN,Weekend,5,60.39,93.62,73.41,66.42,2020-10-02,10,2020
1596,Employé,48,SolidWorks,Continue,5,36.33,73.17,89.3,67.77,2022-08-24,8,2022
1597,Etudiant,26,TIA Portal,1 fois par semaine,5,20.41,89.92,76.73,72.25,2024-02-09,2,2024
1598,Etudiant,19,TIA Portal,1 fois par semaine,5,40.31,92.7,78.22,76.08,2024-01-23,1,2024
1599,Etudiant,22,TIA Portal,1 fois par semaine,5,47.19,90.73,88.71,75.14,2024-04-17,4,2024
1600,Pris en charge par entreprise,47,Maintenance industrielle,1 fois par semaine,5,53.98,75.59,75.97,52.97,2020-05-12,5,2020
1601,Etudiant,24,TIA Portal,1 fois par semaine,5,61.03,97.52,,79.26,2021-09-20,9,2021
1602,Etudiant,32,TIA Portal,Weekend,5,23.71,86.41,97.79,78.2,2025-01-16,1,2025
1603,Etudiant,23,TIA Portal,Continue,5,48.19,83.03,88.24,73.93,2024-02-28,2,2024
1604,Etudiant,23,TIA Portal,Weekend,5,35.98,87.92,69.45,67.05,2024-03-03,3,2024
1605,Etudiant,24,TIA Portal,Continue,5,76.88,61.79,75.69,70.52,2024-12-23,12,2024
1606,Employé,20,SolidWorks,Continue,5,41.59,75.62,57.83,84.23,2020-11-10,11,2020
1607,Etudiant,30,TIA Portal,Continue,5,26.01,95.25,65.55,84.52,2021-07-17,7,2021
1608,Pris en charge par entreprise,20,Maintenance industrielle,Continue,5,22.49,66.44,67.08,72.79,2025-12-08,12,2025
1609,Etudiant,27,TIA Portal,1 fois par semaine,5,35.92,76.58,84.7,75.97,2024-02-12,2,2024
1610,Employé,42,SolidWorks,Continue,5,30.73,76.21,63.28,83.0,2024-06-18,6,2024
1611,Pris en charge par entreprise,47,Maintenance industrielle,Continue,5,58.99,74.24,89.21,58.67,2023-07-11,7,2023
1612,Employé,41,EPLAN,1 fois par semaine,5,70.82,82.49,54.39,90.4,2023-02-15,2,2023
1613,Employé,38,SolidWorks,Weekend,5,38.75,99.85,65.75,74.81,2022-10-19,10,2022
1614,Etudiant,23,TIA Portal,Weekend,5,54.67,70.23,34.69,69.4,2021-04-09,4,2021
1615,Etudiant,28,TIA Portal,Weekend,5,63.82,88.2,85.63,83.38,2020-04-16,4,2020
1616,Employé,45,EPLAN,Weekend,5,43.91,90.32,,70.33,2022-02-01,2,2022
1617,Pris en charge par entreprise,43,SCADA,Continue,5,23.98,83.38,85.86,,2025-08-06,8,2025
1618,Employé,34,EPLAN,1 fois par semaine,5,33.75,63.9,54.36,74.66,2025-10-21,10,2025
1619,Employé,27,SolidWorks,,5,72.98,82.89,81.62,85.67,2024-05-04,5,2024
1620,Employé,29,EPLAN,continu,5,69.47,98.14,52.22,56.87,2021-04-27,4,2021
1621,Etudiant,18,SolidWorks,1 fois par semaine,5,25.19,73.68,81.96,80.48,2022-12-08,12,2022
1622,Etudiant,21,TIA Portal,Continue,5,33.44,85.59,65.85,79.41,2022-12-02,12,2022
1623,Employé,19,SolidWorks,Weekend,5,66.15,98.38,64.98,80.12,2025-01-01,1,2025
1624,Pris en charge par entreprise,28,SCADA,Continue,5,49.15,91.92,59.73,76.59,2022-05-28,5,2022
1625,Etudiant,24,TIA Portal,,5,65.6,87.53,96.96,92.92,2023-03-15,3,2023
1626,Employé,19,EPLAN,Continue,5,32.67,98.85,91.47,94.03,2025-07-04,7,2025
1627,Etudiant,27,TIA Portal,Continue,5,77.16,66.82,65.37,86.8,2022-03-30,3,2022
1628,Employé,35,SolidWorks,Continue,5,67.02,90.91,68.58,88.69,2021-05-17,5,2021
1629,Etudiant,22,TIA Portal,Weekend,5,31.85,76.27,30.35,99.34,2021-07-09,7,2021
1630,Etudiant,21,SolidWorks,Continue,5,53.51,74.42,77.62,31.49,2020-10-30,10,2020
1631,Employé,25,Maintenance industrielle,Weekend,5,26.79,80.83,53.85,58.26,2025-01-25,1,2025
1632,Etudiant,21,TIA Portal,1 fois par semaine,5,41.69,61.35,91.54,65.77,2021-12-08,12,2021
1633,Employé,31,EPLAN,Continue,5,59.58,72.5,86.76,50.63,2024-12-28,12,2024
1634,Employé,29,Maintenance industrielle,Continue,5,39.81,66.65,79.57,66.43,2020-12-25,12,2020
1635,Pris en charge par entreprise,39,SCADA,1 fois par semaine,5,59.41,65.55,77.52,81.32,2023-08-02,8,2023
1636,Etudiant,22,TIA Portal,Weekend,5,34.69,73.49,76.99,68.78,2023-11-24,11,2023
1637,Etudiant,28,TIA Portal,Continue,5,63.27,92.09,38.41,85.61,2020-09-22,9,2020
1638,Etudiant,31,TIA Portal,1 fois par semaine,5,41.58,68.04,83.22,90.98,2023-04-04,4,2023
1639,Pris en charge par entreprise,35,SCADA,1 fois par semaine,5,67.43,81.26,72.94,69.01,2023-05-13,5,2023
1640,Pris en charge par entreprise,28,SCADA,Continue,5,28.2,89.95,67.91,51.19,2021-10-07,10,2021
1641,Employé,48,SolidWorks,Weekend,5,41.72,69.64,65.1,93.92,2021-12-14,12,2021
1642,Pris en charge par entreprise,46,Maintenance industrielle,Weekend,5,47.84,96.97,89.31,64.82,2024-01-20,1,2024
1643,Employé,45,SolidWorks,Continue,5,45.43,94.66,76.45,88.13,2025-09-14,9,2025
1644,Employé,47,SolidWorks,1 fois par semaine,5,45.99,70.05,69.86,50.81,2022-07-07,7,2022
1645,Etudiant,25,TIA Portal,Continue,5,46.69,99.59,67.61,82.86,2021-05-12,5,2021
1646,Employé,19,Maintenance industrielle,Weekend,5,79.33,86.77,93.62,81.19,2022-04-03,4,2022
1647,Etudiant,26,TIA Portal,1 fois par semaine,5,31.59,71.44,67.48,71.63,2021-07-22,7,2021
1648,Pris en charge par entreprise,32,Maintenance industrielle,Continue,5,66.12,87.24,50.52,87.86,2022-08-27,8,2022
1649,Employé,26,Maintenance industrielle,1 fois par semaine,5,53.11,86.65,77.8,79.0,2025-07-16,7,2025
1650,Employé,36,EPLAN,Weekend,5,44.82,84.25,51.28,87.28,2020-04-17,4,2020
1651,Etudiant,21,TIA Portal,Weekend,5,58.01,88.47,92.59,74.07,2024-01-18,1,2024
1652,Etudiant,25,TIA Portal,Weekend,5,71.21,70.73,89.8,72.52,2024-02-20,2,2024
1653,Etudiant,26,TIA Portal,Continue,5,48.0,99.16,66.41,72.04,2025-03-29,3,2025
1654,Etudiant,20,TIA Portal,1 fois par semaine,5,71.89,94.32,71.25,,2021-06-15,6,2021
1655,Etudiant,22,TIA Portal,Continue,5,25.63,89.83,79.65,82.8,2020-12-19,12,2020
1656,Pris en charge par entreprise,28,SCADA,continu,5,59.19,61.05,71.45,62.18,2020-09-26,9,2020
1657,Employé,32,SolidWorks,Continue,5,39.99,83.62,51.31,77.23,2023-06-20,6,2023
1658,Etudiant,25,TIA Portal,Continue,5,43.2,88.26,78.85,75.45,2024-06-18,6,2024
1659,Etudiant,20,TIA Portal,1 fois par semaine,5,54.26,94.16,95.34,91.14,2025-05-14,5,2025
1660,Etudiant,24,TIA Portal,1 fois par semaine,5,48.8,97.85,95.02,82.32,2025-11-23,11,2025
1661,Employé,44,SolidWorks,Continue,5,42.91,96.63,55.89,49.69,2024-08-09,8,2024
1662,Employé,25,SolidWorks,Continue,5,38.5,76.24,59.27,69.86,2024-08-04,8,2024
1663,Pris en charge par entreprise,49,SCADA,Weekend,5,57.1,95.86,52.93,87.14,2020-10-29,10,2020
1664,Etudiant,27,SolidWorks,Weekend,5,50.33,60.03,55.67,90.64,2021-05-28,5,2021
1665,Pris en charge par entreprise,44,SCADA,1 fois par semaine,5,39.4,74.06,88.89,70.91,2023-07-22,7,2023
1666,Pris en charge par entreprise,47,Maintenance industrielle,Weekend,5,32.3,64.56,83.5,77.88,2020-10-30,10,2020
1667,Etudiant,20,TIA Portal,1 fois par semaine,5,66.47,95.32,93.11,80.11,2025-01-17,1,2025
1668,Pris en charge par entreprise,49,SCADA,1 fois par semaine,5,67.98,97.12,85.36,70.81,2025-03-23,3,2025
1669,Etudiant,19,TIA Portal,1 fois par semaine,5,32.83,70.24,97.93,82.02,2025-10-20,10,2025
1670,Pris en charge par entreprise,27,Maintenance industrielle,Weekend,5,35.7,74.69,,85.33,2023-11-12,11,2023
1671,Etudiant,30,TIA Portal,Weekend,5,34.35,99.36,,84.41,2021-06-09,6,2021
1672,Pris en charge par entreprise,24,Maintenance industrielle,1 fois par semaine,5,73.07,82.64,58.09,71.05,2022-01-15,1,2022
1673,Pris en charge par entreprise,45,Maintenance industrielle,1 fois par semaine,5,66.45,79.88,93.56,83.88,2021-06-12,6,2021
1674,Pris en charge par entreprise,26,Maintenance industrielle,Continue,5,24.47,52.22,86.5,51.48,2024-11-07,11,2024
1675,Employé,18,Maintenance industrielle,1 fois par semaine,5,69.96,87.85,71.05,79.1,2025-08-21,8,2025
1676,Etudiant,20,TIA Portal,1 fois par semaine,5,22.21,98.18,94.05,66.72,2020-08-14,8,2020
1677,Etudiant,22,TIA Portal,Continue,5,35.19,74.66,94.84,84.19,2021-05-23,5,2021
1678,Etudiant,20,TIA Portal,1 fois par semaine,5,75.14,66.91,71.91,76.1,2025-10-23,10,2025
1679,Etudiant,18,TIA Portal,1 fois par semaine,5,71.86,67.4,74.87,,2021-09-18,9,2021
1680,Employé,32,EPLAN,1 fois par semaine,5,66.89,60.81,52.33,57.13,2023-05-30,5,2023
1681,Etudiant,24,TIA Portal,Continue,5,47.45,82.22,93.44,69.64,2021-11-05,11,2021
1682,Pris en charge par entreprise,24,SCADA,Weekend,5,39.28,97.16,60.5,51.3,2021-10-25,10,2021
1683,Employé,43,EPLAN,continu,5,72.89,88.52,73.27,84.36,2023-08-14,8,2023
1684,Pris en charge par entreprise,49,Maintenance industrielle,Continue,5,59.42,99.72,70.13,85.54,2022-07-12,7,2022
1685,Etudiant,29,TIA Portal,1 fois par semaine,5,37.73,96.38,86.64,42.88,2023-11-18,11,2023
1686,Pris en charge par entreprise,25,Maintenance industrielle,Continue,5,47.79,56.18,57.03,69.67,2025-10-26,10,2025
1687,Pris en charge par entreprise,22,SCADA,1 fois par semaine,5,72.89,79.46,67.86,83.46,2023-03-09,3,2023
1688,Etudiant,27,SolidWorks,Continue,5,74.21,85.13,76.13,67.47,2020-11-19,11,2020
1689,Employé,45,SolidWorks,Weekend,5,59.56,64.44,57.68,60.21,2022-10-23,10,2022
1690,Employé,38,Maintenance industrielle,Weekend,5,63.95,84.31,75.9,69.05,2022-03-15,3,2022
1691,Etudiant,22,TIA Portal,Weekend,5,22.36,78.56,83.02,70.97,2023-01-29,1,2023
1692,Employé,34,SolidWorks,1 fois par semaine,5,56.28,85.71,79.83,88.36,2021-05-27,5,2021
1693,Etudiant,27,TIA Portal,Continue,5,61.34,82.61,74.03,82.2,2023-05-25,5,2023
1694,Etudiant,22,TIA Portal,1 fois par semaine,5,21.22,72.42,99.14,76.66,2025-12-25,12,2025
1695,Etudiant,23,TIA Portal,1 fois par semaine,5,70.63,84.31,85.83,68.16,2021-01-17,1,2021
1696,Etudiant,32,TIA Portal,Continue,5,75.7,74.64,86.21,52.61,2025-08-20,8,2025
1697,Etudiant,30,TIA Portal,,5,34.28,67.78,98.57,90.05,2021-11-21,11,2021
1698,Etudiant,29,TIA Portal,Continue,5,70.75,87.0,92.59,52.5,2021-09-23,9,2021
1699,Pris en charge par entreprise,18,SCADA,Continue,5,59.93,72.25,76.54,70.25,2021-12-02,12,2021
1700,Employé,28,SolidWorks,Weekend,5,54.84,95.56,88.63,93.06,2023-10-14,10,2023
1701,Pris en charge par entreprise,40,SCADA,Weekend,5,70.59,67.97,72.46,91.92,2020-06-17,6,2020
1702,Etudiant,18,TIA Portal,Weekend,5,37.14,84.01,46.82,83.84,2020-04-26,4,2020
1703,Etudiant,28,TIA Portal,Continue,5,67.45,82.86,80.91,42.24,2020-11-28,11,2020
1704,Employé,35,SolidWorks,Weekend,5,38.87,67.91,50.17,60.87,2020-07-05,7,2020
1705,Etudiant,19,TIA Portal,Continue,5,67.25,77.6,82.84,78.3,2022-12-20,12,2022
1706,Etudiant,22,TIA Portal,1 fois par semaine,5,47.06,87.02,52.59,99.32,2022-05-13,5,2022
1707,Employé,47,EPLAN,Weekend,5,27.02,72.74,65.76,70.35,2024-09-02,9,2024
1708,Etudiant,27,TIA Portal,Continue,5,42.89,64.55,69.67,66.68,2020-05-04,5,2020
1709,Employé,33,SolidWorks,Continue,5,34.01,84.61,37.73,75.68,2025-08-01,8,2025
1710,Employé,30,EPLAN,Continue,5,26.03,68.96,37.47,56.74,2023-04-01,4,2023
1711,Etudiant,24,TIA Portal,Continue,5,26.62,87.26,85.01,73.88,2023-05-22,5,2023
1712,Etudiant,18,TIA Portal,Weekend,5,66.8,93.58,72.98,65.4,2025-06-01,6,2025
1713,Employé,43,Maintenance industrielle,Weekend,5,72.88,64.93,55.87,,2022-09-30,9,2022
1714,Etudiant,18,SolidWorks,Weekend,5,75.63,77.5,55.26,94.36,2024-07-21,7,2024
1715,Etudiant,18,TIA Portal,Continue,5,71.24,77.8,75.8,69.56,2023-05-03,5,2023
1716,Pris en charge par entreprise,23,SCADA,1 fois par semaine,5,69.81,85.3,58.96,76.45,2025-01-31,1,2025
1717,Etudiant,19,TIA Portal,continu,5,24.13,73.38,67.24,95.19,2020-10-25,10,2020
1718,Employé,34,EPLAN,1 fois par semaine,5,67.41,76.74,93.27,61.1,2020-09-02,9,2020
1719,Pris en charge par entreprise,23,SCADA,Weekend,5,67.0,60.48,70.25,51.0,2021-10-09,10,2021
1720,Etudiant,31,TIA Portal,,5,27.88,64.9,87.42,79.49,2024-12-05,12,2024
1721,Etudiant,19,TIA Portal,Continue,5,59.72,82.79,74.45,72.24,2024-08-29,8,2024
1722,Etudiant,23,TIA Portal,Weekend,5,47.15,68.64,87.89,79.57,2025-06-06,6,2025
1723,Etudiant,27,TIA Portal,Continue,5,74.0,65.78,71.29,89.12,2025-03-17,3,2025
1724,Etudiant,25,TIA Portal,1 fois par semaine,5,61.72,72.98,84.78,95.05,2022-04-15,4,2022
1725,Employé,35,EPLAN,1 fois par semaine,5,77.06,66.54,55.29,41.5,2023-10-25,10,2023
1726,Etudiant,28,TIA Portal,1 fois par semaine,5,26.3,62.38,41.5,69.03,2021-08-11,8,2021
1727,Employé,26,SolidWorks,Continue,5,22.44,71.35,32.51,69.87,2023-07-04,7,2023
1728,Pris en charge par entreprise,25,SCADA,Continue,5,78.41,66.57,92.52,56.37,2023-07-31,7,2023
